ID,Address,Baths,Beds,BuiltInYear,DateOfSale,IsAStudio,LotSize,LotSizeUnit,SalePrice,Size
15130317,"350 Eureka St, San Francisco, CA",2.0,4.0,1910.0,12/22/15,0.0,3250.0,,2.4,1720.0
15130377,"4142 21st St, San Francisco, CA",3.0,3.0,1908.0,12/16/15,0.0,2438.0,sqft,1.05,2682.0
15130377,"4142 21st St, San Francisco, CA",3.0,3.0,1908.0,12/16/15,0.0,2438.0,,1.05,2682.0
15130492,"4354 21st St, San Francisco, CA",2.0,3.0,1925.0,12/16/15,0.0,2478.0,,0.6475,1553.0
15130492,"4354 21st St, San Francisco, CA",2.0,3.0,1925.0,12/16/15,0.0,2478.0,sqft,0.6475,1553.0
15130589,"264 Grand View Ave, San Francisco, CA",1.0,1.0,1907.0,1/21/16,0.0,2613.0,,1.19,590.0
15130589,"264 Grand View Ave, San Francisco, CA",1.0,1.0,1907.0,1/21/16,0.0,2613.0,sqft,1.19,590.0
15130980,"4217 22nd St, San Francisco, CA",2.0,2.0,1908.0,12/1/15,0.0,1742.0,,1.8,1913.0
15130980,"4217 22nd St, San Francisco, CA",2.0,2.0,1908.0,12/1/15,0.0,1742.0,sqft,1.8,1913.0
15131186,"616 Panorama Dr, San Francisco, CA",2.0,4.0,1957.0,12/9/15,0.0,3998.0,,1.3,1931.0
15131186,"616 Panorama Dr, San Francisco, CA",2.0,4.0,1957.0,12/9/15,0.0,3998.0,sqft,1.3,1931.0
15131253,"333 Dellbrook Ave, San Francisco, CA",1.0,2.0,1957.0,11/19/15,0.0,4412.0,,1.15,1054.0
15131253,"333 Dellbrook Ave, San Francisco, CA",1.0,2.0,1957.0,11/19/15,0.0,4412.0,sqft,1.15,1054.0
15131271,"681 Panorama Dr, San Francisco, CA",2.0,3.0,1957.0,11/23/15,0.0,3049.0,,1.2,1237.0
15131271,"681 Panorama Dr, San Francisco, CA",2.0,3.0,1957.0,11/23/15,0.0,3049.0,sqft,1.2,1237.0
15131525,"688-690 Douglass St, San Francisco, CA",4.0,5.0,1908.0,11/10/15,0.0,2495.0,sqft,3.15,3500.0
15131525,"688-690 Douglass St, San Francisco, CA",4.0,5.0,1908.0,11/10/15,0.0,2495.0,,3.15,3500.0
