ID,Address,Baths,Beds,BuiltInYear,DateOfSale,IsAStudio,LotSize,LotSizeUnit,SalePrice,Size
15131740,"4365 23rd St, San Francisco, CA",2.0,3.0,1939.0,12/4/15,0.0,2835.0,,2.1,1567.0
15131740,"4365 23rd St, San Francisco, CA",2.0,3.0,1939.0,12/4/15,0.0,2835.0,sqft,2.1,1567.0
15131869,"1950 8th Ave, San Francisco, CA",4.0,4.0,1925.0,12/1/15,0.0,7775.0,sqft,2.77,3673.0
15131869,"1950 8th Ave, San Francisco, CA",4.0,4.0,1925.0,12/1/15,0.0,7775.0,,2.77,3673.0
15131992,"6 Longview Ct, San Francisco, CA",1.0,2.0,1958.0,12/22/15,0.0,2613.0,sqft,0.955,939.0
15131992,"6 Longview Ct, San Francisco, CA",1.0,2.0,1958.0,12/22/15,0.0,2613.0,,0.955,939.0
15132481,"48 Dellbrook Ave, San Francisco, CA",1.0,2.0,1956.0,11/16/15,0.0,4939.0,sqft,0.85,1056.0
15132481,"48 Dellbrook Ave, San Francisco, CA",1.0,2.0,1956.0,11/16/15,0.0,4939.0,,0.85,1056.0
15132690,"256 Glenview Dr, San Francisco, CA",2.0,3.0,1958.0,11/17/15,0.0,3249.0,sqft,1.19,1213.0
15132690,"256 Glenview Dr, San Francisco, CA",2.0,3.0,1958.0,11/17/15,0.0,3249.0,,1.19,1213.0
15132921,"2270 9th Ave, San Francisco, CA",3.5,4.0,1935.0,12/3/15,0.0,5699.0,,2.15,3548.0
15132921,"2270 9th Ave, San Francisco, CA",3.5,4.0,1935.0,12/3/15,0.0,5699.0,sqft,2.15,3548.0
15133056,"159 Glenview Dr, San Francisco, CA",1.0,2.0,1951.0,12/30/15,0.0,3001.0,,0.76,833.0
15133056,"159 Glenview Dr, San Francisco, CA",1.0,2.0,1951.0,12/30/15,0.0,3001.0,sqft,0.76,833.0
15133303,"584 Dewey Blvd, San Francisco, CA",2.25,3.0,1923.0,12/24/15,0.0,3833.0,sqft,0.184,2282.0
15133303,"584 Dewey Blvd, San Francisco, CA",2.25,3.0,1923.0,12/24/15,0.0,3833.0,,0.184,2282.0
15133321,"365 Magellan Ave, San Francisco, CA",3.5,5.0,1926.0,12/1/15,0.0,3920.0,sqft,2.35,3094.0
15133321,"365 Magellan Ave, San Francisco, CA",3.5,5.0,1926.0,12/1/15,0.0,3920.0,,2.35,3094.0
15133509,"120 Oshaughnessy Blvd, San Francisco, CA",1.0,3.0,1952.0,11/30/15,0.0,2639.0,sqft,0.99,1300.0
15133509,"120 Oshaughnessy Blvd, San Francisco, CA",1.0,3.0,1952.0,11/30/15,0.0,2639.0,,0.99,1300.0
15133658,"120 Ulloa St, San Francisco, CA",2.5,2.0,1937.0,2/12/16,0.0,3101.0,,1.7,2063.0
15133658,"120 Ulloa St, San Francisco, CA",2.5,2.0,1937.0,2/12/16,0.0,3101.0,sqft,1.7,2063.0
15133668,"815 Laguna Honda Blvd, San Francisco, CA",1.5,2.0,1935.0,12/9/15,0.0,3345.0,,1.25,1791.0
15133668,"815 Laguna Honda Blvd, San Francisco, CA",1.5,2.0,1935.0,12/9/15,0.0,3345.0,sqft,1.25,1791.0
15133807,"644 Laguna Honda Blvd, San Francisco, CA",2.5,,1927.0,11/25/15,0.0,3685.0,sqft,1.57,1945.0
15133807,"644 Laguna Honda Blvd, San Francisco, CA",2.5,,1927.0,11/25/15,0.0,3685.0,,1.57,1945.0
15134099,"521 Magellan Ave, San Francisco, CA",1.0,2.0,1920.0,11/20/15,0.0,3920.0,,1.51,1216.0
15134099,"521 Magellan Ave, San Francisco, CA",1.0,2.0,1920.0,11/20/15,0.0,3920.0,sqft,1.51,1216.0
15134204,"80 Edgehill Way, San Francisco, CA",4.0,4.0,1960.0,11/20/15,0.0,5314.0,,2.38,3495.0
15134204,"80 Edgehill Way, San Francisco, CA",4.0,4.0,1960.0,11/20/15,0.0,5314.0,sqft,2.38,3495.0
15134371,"331 Teresita Blvd, San Francisco, CA",1.0,2.0,1931.0,11/25/15,0.0,3750.0,sqft,2.23,1645.0
15134371,"331 Teresita Blvd, San Francisco, CA",1.0,2.0,1931.0,11/25/15,0.0,3750.0,,2.23,1645.0
15134464,"634 Rockdale Dr, San Francisco, CA",1.0,,1930.0,11/20/15,0.0,3310.0,sqft,1.01,1150.0
15134464,"634 Rockdale Dr, San Francisco, CA",1.0,,1930.0,11/20/15,0.0,3310.0,,1.01,1150.0
15134585,"132 Marietta Dr, San Francisco, CA",1.0,2.0,1943.0,12/1/15,0.0,2613.0,,0.92,750.0
15134585,"132 Marietta Dr, San Francisco, CA",1.0,2.0,1943.0,12/1/15,0.0,2613.0,sqft,0.92,750.0
15134804,"571 Myra Way, San Francisco, CA",1.5,3.0,1949.0,11/20/15,0.0,2169.0,sqft,1.12,1460.0
15134804,"571 Myra Way, San Francisco, CA",1.5,3.0,1949.0,11/20/15,0.0,2169.0,,1.12,1460.0
15134909,"450 Teresita Blvd, San Francisco, CA",1.0,2.0,1939.0,12/4/15,0.0,3920.0,,1.09,1464.0
15134909,"450 Teresita Blvd, San Francisco, CA",1.0,2.0,1939.0,12/4/15,0.0,3920.0,sqft,1.09,1464.0
15134945,"27 Gaviota Way, San Francisco, CA",3.0,3.0,1942.0,12/18/15,0.0,2526.0,sqft,1.75,2155.0
15134945,"27 Gaviota Way, San Francisco, CA",3.0,3.0,1942.0,12/18/15,0.0,2526.0,,1.75,2155.0
15135197,"280 Dalewood Way, San Francisco, CA",2.5,3.0,1966.0,11/30/15,0.0,3297.0,,1.27,1941.0
15135197,"280 Dalewood Way, San Francisco, CA",2.5,3.0,1966.0,11/30/15,0.0,3297.0,sqft,1.27,1941.0
15135298,"251 Kensington Way, San Francisco, CA",1.25,3.0,1936.0,1/6/16,0.0,3070.0,sqft,1.6,2000.0
15135298,"251 Kensington Way, San Francisco, CA",1.25,3.0,1936.0,1/6/16,0.0,3070.0,,1.6,2000.0
15135411,"52 Marne Ave, San Francisco, CA",2.5,4.0,1926.0,11/20/15,0.0,3484.0,sqft,1.3,1648.0
15135411,"52 Marne Ave, San Francisco, CA",2.5,4.0,1926.0,11/20/15,0.0,3484.0,,1.3,1648.0
15135625,"15 Santa Clara Ave, San Francisco, CA",2.0,5.0,1921.0,12/16/15,0.0,2922.0,,2.0,2515.0
15135625,"15 Santa Clara Ave, San Francisco, CA",2.0,5.0,1921.0,12/16/15,0.0,2922.0,sqft,2.0,2515.0
15136211,"656 Teresita Blvd, San Francisco, CA",2.0,3.0,1940.0,11/18/15,0.0,2191.0,,1.23,1218.0
15136211,"656 Teresita Blvd, San Francisco, CA",2.0,3.0,1940.0,11/18/15,0.0,2191.0,sqft,1.23,1218.0
15136326,"495 Los Palmos Dr, San Francisco, CA",1.0,3.0,1947.0,12/10/15,0.0,2774.0,,1.1,1300.0
15136326,"495 Los Palmos Dr, San Francisco, CA",1.0,3.0,1947.0,12/10/15,0.0,2774.0,sqft,1.1,1300.0
15136476,"646 Los Palmos Dr, San Francisco, CA",3.0,5.0,1979.0,12/23/15,0.0,3027.0,,1.36,2956.0
15136476,"646 Los Palmos Dr, San Francisco, CA",3.0,5.0,1979.0,12/23/15,0.0,3027.0,sqft,1.36,2956.0
15136743,"16 Miraloma Dr, San Francisco, CA",4.0,6.0,1928.0,12/15/15,0.0,10454.0,,2.7,4883.0
15136743,"16 Miraloma Dr, San Francisco, CA",4.0,6.0,1928.0,12/15/15,0.0,10454.0,sqft,2.7,4883.0
15137033,"71 Los Palmos Dr, San Francisco, CA",1.5,3.0,1955.0,12/16/15,0.0,2178.0,sqft,1.08,1278.0
15137033,"71 Los Palmos Dr, San Francisco, CA",1.5,3.0,1955.0,12/16/15,0.0,2178.0,,1.08,1278.0
15137303,"22 Fernwood Dr, San Francisco, CA",2.5,4.0,1931.0,11/30/15,0.0,4103.0,,1.75,2090.0
15137303,"22 Fernwood Dr, San Francisco, CA",2.5,4.0,1931.0,11/30/15,0.0,4103.0,sqft,1.75,2090.0
15137378,"287 Brentwood Ave, San Francisco, CA",4.5,4.0,1927.0,12/11/15,0.0,6098.0,sqft,2.72,4544.0
15137378,"287 Brentwood Ave, San Francisco, CA",4.5,4.0,1927.0,12/11/15,0.0,6098.0,,2.72,4544.0
15137489,"1100 Monterey Blvd, San Francisco, CA",3.5,4.0,1930.0,12/17/15,0.0,4700.0,sqft,2.51,2562.0
15137489,"1100 Monterey Blvd, San Francisco, CA",3.5,4.0,1930.0,12/17/15,0.0,4700.0,,2.51,2562.0
15137743,"814 Detroit St, San Francisco, CA",2.0,3.0,1941.0,12/2/15,0.0,2613.0,sqft,1.31,1510.0
15137743,"814 Detroit St, San Francisco, CA",2.0,3.0,1941.0,12/2/15,0.0,2613.0,,1.31,1510.0
15137757,"147 Stillings Ave, San Francisco, CA",2.0,3.0,1942.0,11/18/15,0.0,2500.0,sqft,1.3,1700.0
15137757,"147 Stillings Ave, San Francisco, CA",2.0,3.0,1942.0,11/18/15,0.0,2500.0,,1.3,1700.0
15137860,"430 Mangels Ave, San Francisco, CA",1.0,2.0,1931.0,12/29/15,0.0,2500.0,sqft,1.1,1200.0
15137860,"430 Mangels Ave, San Francisco, CA",1.0,2.0,1931.0,12/29/15,0.0,2500.0,,1.1,1200.0
15137936,"618 Mangels Ave, San Francisco, CA",3.0,3.0,1912.0,11/18/15,0.0,3746.0,sqft,1.42,1600.0
15137936,"618 Mangels Ave, San Francisco, CA",3.0,3.0,1912.0,11/18/15,0.0,3746.0,,1.42,1600.0
15138245,"154 Yerba Buena Ave, San Francisco, CA",1.5,2.0,1922.0,11/10/15,0.0,3963.0,,2.05,1700.0
15138245,"154 Yerba Buena Ave, San Francisco, CA",1.5,2.0,1922.0,11/10/15,0.0,3963.0,sqft,2.05,1700.0
15138251,"1635 Plymouth Ave, San Francisco, CA",3.0,4.0,1925.0,11/17/15,0.0,5301.0,,1.8,2754.0
15138251,"1635 Plymouth Ave, San Francisco, CA",3.0,4.0,1925.0,11/17/15,0.0,5301.0,sqft,1.8,2754.0
15138329,"842 Monterey Blvd, San Francisco, CA",1.5,4.0,1925.0,12/7/15,0.0,5998.0,,0.935,1368.0
15138329,"842 Monterey Blvd, San Francisco, CA",1.5,4.0,1925.0,12/7/15,0.0,5998.0,sqft,0.935,1368.0
15138442,"587 Mangels Ave, San Francisco, CA",2.0,3.0,1936.0,2/2/16,0.0,1742.0,sqft,1.01,1190.0
15138442,"587 Mangels Ave, San Francisco, CA",2.0,3.0,1936.0,2/2/16,0.0,1742.0,,1.01,1190.0
15138591,"231 Mangels Ave, San Francisco, CA",2.0,3.0,1957.0,11/10/15,0.0,2613.0,,1.4,1354.0
15138591,"231 Mangels Ave, San Francisco, CA",2.0,3.0,1957.0,11/10/15,0.0,2613.0,sqft,1.4,1354.0
15139010,"2 Northwood Dr, San Francisco, CA",2.0,3.0,1924.0,12/23/15,0.0,5662.0,sqft,1.8,1960.0
15139010,"2 Northwood Dr, San Francisco, CA",2.0,3.0,1924.0,12/23/15,0.0,5662.0,,1.8,1960.0
15139435,"322 Flood Ave, San Francisco, CA",1.5,2.0,1924.0,12/24/15,0.0,2613.0,sqft,0.85,827.0
15139435,"322 Flood Ave, San Francisco, CA",1.5,2.0,1924.0,12/24/15,0.0,2613.0,,0.85,827.0
15139677,"107 Foerster St, San Francisco, CA",2.0,4.0,1922.0,12/8/15,0.0,2250.0,,0.3965,1453.0
15139677,"107 Foerster St, San Francisco, CA",2.0,4.0,1922.0,12/8/15,0.0,2250.0,sqft,0.3965,1453.0
15139810,"221 Flood Ave, San Francisco, CA",6.0,9.0,1900.0,12/18/15,0.0,2809.0,,1.41,5000.0
15139810,"221 Flood Ave, San Francisco, CA",6.0,9.0,1900.0,12/18/15,0.0,2809.0,sqft,1.41,5000.0
15139841,"179 Flood Ave, San Francisco, CA",4.0,4.0,1924.0,12/29/15,0.0,2809.0,,1.54,1900.0
15139841,"179 Flood Ave, San Francisco, CA",4.0,4.0,1924.0,12/29/15,0.0,2809.0,sqft,1.54,1900.0
15140158,"390 Capistrano Ave, San Francisco, CA",4.0,4.0,1924.0,12/22/15,0.0,3049.0,,1.25,2314.0
15140158,"390 Capistrano Ave, San Francisco, CA",4.0,4.0,1924.0,12/22/15,0.0,3049.0,sqft,1.25,2314.0
15140244,"1874 San Jose Ave, San Francisco, CA",2.0,3.0,1937.0,11/20/15,0.0,2178.0,sqft,0.975,1771.0
15140244,"1874 San Jose Ave, San Francisco, CA",2.0,3.0,1937.0,11/20/15,0.0,2178.0,,0.975,1771.0
15140288,"28 Raleigh Ave, San Francisco, CA",1.0,2.0,1926.0,11/30/15,0.0,2613.0,,0.9,1000.0
15140288,"28 Raleigh Ave, San Francisco, CA",1.0,2.0,1926.0,11/30/15,0.0,2613.0,sqft,0.9,1000.0
15140632,"154 Westwood Dr, San Francisco, CA",2.0,3.0,1925.0,12/11/15,0.0,4499.0,sqft,1.11,1200.0
15140632,"154 Westwood Dr, San Francisco, CA",2.0,3.0,1925.0,12/11/15,0.0,4499.0,,1.11,1200.0
15140802,"528 Miramar Ave, San Francisco, CA",1.0,2.0,1919.0,12/17/15,0.0,3798.0,sqft,0.918,1328.0
15140802,"528 Miramar Ave, San Francisco, CA",1.0,2.0,1919.0,12/17/15,0.0,3798.0,,0.918,1328.0
15140890,"54 Marston Ave, San Francisco, CA",5.0,5.0,1927.0,1/3/16,0.0,2813.0,,1.65,2500.0
15140890,"54 Marston Ave, San Francisco, CA",5.0,5.0,1927.0,1/3/16,0.0,2813.0,sqft,1.65,2500.0
15141355,"367 Delano Ave, San Francisco, CA",2.0,3.0,1926.0,11/24/15,0.0,2339.0,sqft,1.15,1696.0
15141355,"367 Delano Ave, San Francisco, CA",2.0,3.0,1926.0,11/24/15,0.0,2339.0,,1.15,1696.0
15141477,"135 Darien Way, San Francisco, CA",4.0,5.0,1927.0,1/14/16,0.0,3484.0,sqft,1.6,2956.0
15141477,"135 Darien Way, San Francisco, CA",4.0,5.0,1927.0,1/14/16,0.0,3484.0,,1.6,2956.0
15141495,"280 San Leandro Way, San Francisco, CA",1.0,,1923.0,11/13/15,0.0,3998.0,sqft,1.23,1524.0
15141495,"280 San Leandro Way, San Francisco, CA",1.0,,1923.0,11/13/15,0.0,3998.0,,1.23,1524.0
15141526,"220 San Benito Way, San Francisco, CA",2.5,4.0,1922.0,11/23/15,0.0,3846.0,,1.59,1941.0
15141526,"220 San Benito Way, San Francisco, CA",2.5,4.0,1922.0,11/23/15,0.0,3846.0,sqft,1.59,1941.0
15141568,"306 Santa Ana Ave, San Francisco, CA",3.0,4.0,1925.0,12/10/15,0.0,4499.0,sqft,1.95,2663.0
15141568,"306 Santa Ana Ave, San Francisco, CA",3.0,4.0,1925.0,12/10/15,0.0,4499.0,,1.95,2663.0
15141807,"61 Pinehurst Way, San Francisco, CA",3.0,5.0,1928.0,11/10/15,0.0,3097.0,sqft,1.45,2730.0
15141807,"61 Pinehurst Way, San Francisco, CA",3.0,5.0,1928.0,11/10/15,0.0,3097.0,,1.45,2730.0
15142024,"59 Manor Dr, San Francisco, CA",1.5,3.0,1930.0,1/12/16,0.0,3009.0,,1.25,1575.0
15142024,"59 Manor Dr, San Francisco, CA",1.5,3.0,1930.0,1/12/16,0.0,3009.0,sqft,1.25,1575.0
15142776,"35-37 Sanchez St, San Francisco, CA",3.0,2.0,1900.0,12/17/15,0.0,3125.0,sqft,1.3,2580.0
15142776,"35-37 Sanchez St, San Francisco, CA",3.0,2.0,1900.0,12/17/15,0.0,3125.0,,1.3,2580.0
15143034,"66-70 Landers St, San Francisco, CA",,,1905.0,12/28/15,1.0,3123.0,,1.65,3775.0
15143034,"66-70 Landers St, San Francisco, CA",,,1905.0,12/28/15,1.0,3123.0,sqft,1.65,3775.0
15143661,"2253-2255 15TH St, San Francisco, CA",2.0,,1905.0,11/19/15,0.0,4312.0,,2.3,2088.0
15143661,"2253-2255 15TH St, San Francisco, CA",2.0,,1905.0,11/19/15,0.0,4312.0,sqft,2.3,2088.0
15143887,"3065-3069 16TH St, San Francisco, CA",4.0,,1909.0,12/31/15,0.0,2896.0,,2.1,5325.0
15143887,"3065-3069 16TH St, San Francisco, CA",4.0,,1909.0,12/31/15,0.0,2896.0,sqft,2.1,5325.0
15143976,"648-652 S Van Ness Ave, San Francisco, CA",1.0,2.0,1911.0,12/10/15,0.0,3062.0,sqft,1.49,4275.0
15143976,"648-652 S Van Ness Ave, San Francisco, CA",1.0,2.0,1911.0,12/10/15,0.0,3062.0,,1.49,4275.0
15144087,"29 Dorland St, San Francisco, CA",3.5,4.0,1907.0,12/10/15,0.0,2613.0,,4.8,3455.0
15144087,"29 Dorland St, San Francisco, CA",3.5,4.0,1907.0,12/10/15,0.0,2613.0,sqft,4.8,3455.0
15144135,"3657-3661 17TH St, San Francisco, CA",4.0,,1907.0,11/30/15,0.0,2495.0,,1.38,5720.0
15144135,"3657-3661 17TH St, San Francisco, CA",4.0,,1907.0,11/30/15,0.0,2495.0,sqft,1.38,5720.0
15144348,"4024-4026 18TH St, San Francisco, CA",,2.0,1900.0,11/24/15,0.0,2500.0,sqft,1.6,2148.0
15144348,"4024-4026 18TH St, San Francisco, CA",,2.0,1900.0,11/24/15,0.0,2500.0,,1.6,2148.0
15144738,"3452-3456 19TH St, San Francisco, CA",3.0,,1907.0,12/14/15,0.0,2125.0,,0.0951,3081.0
15144738,"3452-3456 19TH St, San Francisco, CA",3.0,,1907.0,12/14/15,0.0,2125.0,sqft,0.0951,3081.0
15145020,"3928 20th St, San Francisco, CA",4.0,4.0,1913.0,12/16/15,0.0,2848.0,,4.8,3500.0
15145020,"3928 20th St, San Francisco, CA",4.0,4.0,1913.0,12/16/15,0.0,2848.0,sqft,4.8,3500.0
15145308,"4121-4123 20TH St, San Francisco, CA",2.0,4.0,1900.0,11/25/15,0.0,2848.0,,2.07,2100.0
15145308,"4121-4123 20TH St, San Francisco, CA",2.0,4.0,1900.0,11/25/15,0.0,2848.0,sqft,2.07,2100.0
15145355,"429 Liberty St, San Francisco, CA",2.0,2.0,1907.0,11/17/15,0.0,3049.0,,2.65,1990.0
15145355,"429 Liberty St, San Francisco, CA",2.0,2.0,1907.0,11/17/15,0.0,3049.0,sqft,2.65,1990.0
15145720,"956 S Van Ness Ave, San Francisco, CA",4.0,4.0,1872.0,11/23/15,0.0,4165.0,,2.67,3500.0
15145720,"956 S Van Ness Ave, San Francisco, CA",4.0,4.0,1872.0,11/23/15,0.0,4165.0,sqft,2.67,3500.0
15145732,"507 Capp St, San Francisco, CA",2.5,4.0,1900.0,11/13/15,0.0,4800.0,sqft,4.1,2262.0
15145732,"507 Capp St, San Francisco, CA",2.5,4.0,1900.0,11/13/15,0.0,4800.0,,4.1,2262.0
15146014,"62-64 Fair Oaks St, San Francisco, CA",2.0,,1900.0,12/18/15,0.0,2583.0,,1.02,1816.0
15146014,"62-64 Fair Oaks St, San Francisco, CA",2.0,,1900.0,12/18/15,0.0,2583.0,sqft,1.02,1816.0
15146149,"849 Sanchez St, San Francisco, CA",3.5,3.0,1938.0,11/13/15,0.0,2212.0,sqft,4.1,2935.0
15146149,"849 Sanchez St, San Francisco, CA",3.5,3.0,1938.0,11/13/15,0.0,2212.0,,4.1,2935.0
15146224,"419 Hill St, San Francisco, CA",2.0,3.0,1908.0,12/18/15,0.0,2848.0,,2.5,2000.0
15146224,"419 Hill St, San Francisco, CA",2.0,3.0,1908.0,12/18/15,0.0,2848.0,sqft,2.5,2000.0
15146704,"62-64 San Jose Ave, San Francisco, CA",,,1922.0,11/25/15,1.0,1742.0,sqft,1.8,2720.0
15146704,"62-64 San Jose Ave, San Francisco, CA",,,1922.0,11/25/15,1.0,1742.0,,1.8,2720.0
15146876,"934 Shotwell St, San Francisco, CA",1.0,,1900.0,12/18/15,0.0,4896.0,sqft,0.6155,1590.0
15146876,"934 Shotwell St, San Francisco, CA",1.0,,1900.0,12/18/15,0.0,4896.0,,0.6155,1590.0
15147178,"456 Elizabeth St, San Francisco, CA",2.0,2.0,1934.0,11/10/15,0.0,2905.0,,2.25,1410.0
15147178,"456 Elizabeth St, San Francisco, CA",2.0,2.0,1934.0,11/10/15,0.0,2905.0,sqft,2.25,1410.0
15147213,"1059 Noe St, San Francisco, CA",2.5,3.0,1912.0,12/23/15,0.0,2269.0,,2.5,2545.0
15147213,"1059 Noe St, San Francisco, CA",2.5,3.0,1912.0,12/23/15,0.0,2269.0,sqft,2.5,2545.0
15147285,"533 Elizabeth St, San Francisco, CA",3.0,4.0,1955.0,12/18/15,0.0,2850.0,,1.88,1744.0
15147285,"533 Elizabeth St, San Francisco, CA",3.0,4.0,1955.0,12/18/15,0.0,2850.0,sqft,1.88,1744.0
15147936,"271 Clara St # 2, San Francisco, CA",1.0,1.0,1907.0,12/31/15,0.0,1685.0,,0.8,985.0
15147936,"271 Clara St # 2, San Francisco, CA",1.0,1.0,1907.0,12/31/15,0.0,1685.0,sqft,0.8,985.0
15148821,"354-358 Utah St, San Francisco, CA",3.0,5.0,1908.0,12/10/15,0.0,2500.0,sqft,1.04,4350.0
15148821,"354-358 Utah St, San Francisco, CA",3.0,5.0,1908.0,12/10/15,0.0,2500.0,,1.04,4350.0
15148902,"456 Kansas St, San Francisco, CA",2.0,6.0,1900.0,12/22/15,0.0,2500.0,sqft,1.75,2546.0
15148902,"456 Kansas St, San Francisco, CA",2.0,6.0,1900.0,12/22/15,0.0,2500.0,,1.75,2546.0
15149005,"251-253 Missouri St, San Francisco, CA",6.0,7.0,1900.0,12/23/15,0.0,2482.0,sqft,1e-06,2904.0
15149005,"251-253 Missouri St, San Francisco, CA",6.0,7.0,1900.0,12/23/15,0.0,2482.0,,1e-06,2904.0
15149093,"548 Rhode Island St, San Francisco, CA",1.0,2.0,1938.0,12/10/15,0.0,2495.0,,1.77,1025.0
15149093,"548 Rhode Island St, San Francisco, CA",1.0,2.0,1938.0,12/10/15,0.0,2495.0,sqft,1.77,1025.0
15149454,"362-364 Connecticut St, San Francisco, CA",3.5,4.0,1907.0,11/25/15,0.0,2495.0,sqft,1.8,1725.0
15149454,"362-364 Connecticut St, San Francisco, CA",3.5,4.0,1907.0,11/25/15,0.0,2495.0,,1.8,1725.0
15149547,"361 Texas St, San Francisco, CA",2.0,3.0,1906.0,2/10/16,0.0,2495.0,,2.3,2080.0
15149547,"361 Texas St, San Francisco, CA",2.0,3.0,1906.0,2/10/16,0.0,2495.0,sqft,2.3,2080.0
15149594,"730-732 Tennessee St, San Francisco, CA",2.0,,1900.0,12/22/15,0.0,2495.0,,2.9,2270.0
15149594,"730-732 Tennessee St, San Francisco, CA",2.0,,1900.0,12/22/15,0.0,2495.0,sqft,2.9,2270.0
15149654,"1324 20th St, San Francisco, CA",1.0,2.0,1925.0,12/11/15,0.0,1646.0,,1.32,1000.0
15149654,"1324 20th St, San Francisco, CA",1.0,2.0,1925.0,12/11/15,0.0,1646.0,sqft,1.32,1000.0
15149977,"734 Vermont St, San Francisco, CA",2.0,,1907.0,12/16/15,0.0,2495.0,,0.2325,2360.0
15149977,"734 Vermont St, San Francisco, CA",2.0,,1907.0,12/16/15,0.0,2495.0,sqft,0.2325,2360.0
15150032,"725 Hampshire St, San Francisco, CA",1.0,2.0,1900.0,12/4/15,0.0,2500.0,sqft,1.57,1740.0
15150032,"725 Hampshire St, San Francisco, CA",1.0,2.0,1900.0,12/4/15,0.0,2500.0,,1.57,1740.0
15150214,"2724 21st St, San Francisco, CA",1.0,2.0,1900.0,12/3/15,0.0,1698.0,sqft,0.55,1250.0
15150214,"2724 21st St, San Francisco, CA",1.0,2.0,1900.0,12/3/15,0.0,1698.0,,0.55,1250.0
15150325,"900-904 Kansas St, San Francisco, CA",3.0,,1913.0,12/11/15,0.0,2700.0,,1.58,2795.0
15150325,"900-904 Kansas St, San Francisco, CA",3.0,,1913.0,12/11/15,0.0,2700.0,sqft,1.58,2795.0
15150465,"825 Rhode Island St, San Francisco, CA",3.5,4.0,1910.0,11/25/15,0.0,2495.0,,1.75,2882.0
15150465,"825 Rhode Island St, San Francisco, CA",3.5,4.0,1910.0,11/25/15,0.0,2495.0,sqft,1.75,2882.0
15150570,"817 Carolina St, San Francisco, CA",1.0,3.0,1907.0,12/4/15,0.0,2495.0,,1.27,1644.0
15150570,"817 Carolina St, San Francisco, CA",1.0,3.0,1907.0,12/4/15,0.0,2495.0,sqft,1.27,1644.0
15150777,"540 Texas St, San Francisco, CA",4.0,2.0,1926.0,12/17/15,0.0,2700.0,,2.16,1700.0
15150777,"540 Texas St, San Francisco, CA",4.0,2.0,1926.0,12/17/15,0.0,2700.0,sqft,2.16,1700.0
15150841,"632 Mississippi St, San Francisco, CA",1.0,2.0,1922.0,1/4/16,0.0,2495.0,,1.42,1100.0
15150841,"632 Mississippi St, San Francisco, CA",1.0,2.0,1922.0,1/4/16,0.0,2495.0,sqft,1.42,1100.0
15151012,"961 San Bruno Ave, San Francisco, CA",2.0,2.0,1927.0,12/31/15,0.0,1920.0,,0.98,1297.0
15151012,"961 San Bruno Ave, San Francisco, CA",2.0,2.0,1927.0,12/31/15,0.0,1920.0,sqft,0.98,1297.0
15151054,"948 Hampshire St, San Francisco, CA",1.0,,1900.0,12/4/15,1.0,2495.0,sqft,3.8,1215.0
15151054,"948 Hampshire St, San Francisco, CA",1.0,,1900.0,12/4/15,1.0,2495.0,,3.8,1215.0
15151294,"2874 23rd St, San Francisco, CA",1.0,,1900.0,11/17/15,0.0,2596.0,sqft,0.5625,1167.0
15151294,"2874 23rd St, San Francisco, CA",1.0,,1900.0,11/17/15,0.0,2596.0,,0.5625,1167.0
15151407,"1052 Rhode Island St, San Francisco, CA",1.0,,1927.0,11/18/15,0.0,2495.0,,0.85,1080.0
15151407,"1052 Rhode Island St, San Francisco, CA",1.0,,1927.0,11/18/15,0.0,2495.0,sqft,0.85,1080.0
15151414,"1088 Rhode Island St, San Francisco, CA",3.0,3.0,1912.0,12/17/15,0.0,2500.0,,1.8,1550.0
15151414,"1088 Rhode Island St, San Francisco, CA",3.0,3.0,1912.0,12/17/15,0.0,2500.0,sqft,1.8,1550.0
15151520,"1015 Rhode Island St, San Francisco, CA",4.0,4.0,1938.0,11/30/15,0.0,2613.0,sqft,2.0,2381.0
15151520,"1015 Rhode Island St, San Francisco, CA",4.0,4.0,1938.0,11/30/15,0.0,2613.0,,2.0,2381.0
15151740,"1129 Tennessee St, San Francisco, CA",2.0,2.0,1989.0,11/24/15,0.0,2500.0,sqft,0.64,3479.0
15151740,"1129 Tennessee St, San Francisco, CA",2.0,2.0,1989.0,11/24/15,0.0,2500.0,,0.64,3479.0
15151938,"1248 Utah St, San Francisco, CA",4.0,4.0,1915.0,12/15/15,0.0,2247.0,,2.5,2770.0
15151938,"1248 Utah St, San Francisco, CA",4.0,4.0,1915.0,12/15/15,0.0,2247.0,sqft,2.5,2770.0
15152257,"2107-2109 24TH St, San Francisco, CA",2.0,,1908.0,12/21/15,0.0,2500.0,,1.21,1500.0
15152257,"2107-2109 24TH St, San Francisco, CA",2.0,,1908.0,12/21/15,0.0,2500.0,sqft,1.21,1500.0
15152307,"1315-1317 Kansas St, San Francisco, CA",2.0,,1924.0,12/15/15,0.0,1875.0,,1.14,2520.0
15152307,"1315-1317 Kansas St, San Francisco, CA",2.0,,1924.0,12/15/15,0.0,1875.0,sqft,1.14,2520.0
15152389,"1251-1253 Hampshire St, San Francisco, CA",2.0,,1925.0,12/11/15,0.0,2500.0,,0.68,3020.0
15152389,"1251-1253 Hampshire St, San Francisco, CA",2.0,,1925.0,12/11/15,0.0,2500.0,sqft,0.68,3020.0
15153517,"19 Rebecca Ln, San Francisco, CA",2.0,2.0,1992.0,11/23/15,0.0,871.0,sqft,0.61,1210.0
